label,発生日時　　月,発生日時　　日,発生日時　　時,車道幅員,天候,地形,路面状態,道路形状,信号機
1,6,8,20,14,1,1,1,1,7
1,5,28,21,6,3,1,2,14,7
0,10,8,19,15,3,2,2,1,7
1,1,6,21,5,1,1,1,7,1
1,7,13,10,2,1,1,1,13,7
0,9,11,16,14,1,1,1,1,1
1,12,30,20,2,1,3,1,21,7
0,2,16,20,18,1,2,1,1,1
1,5,21,1,15,2,1,1,1,1
0,6,7,17,1,1,1,1,14,7
1,5,28,3,18,2,1,1,1,3
1,1,14,18,2,1,2,1,13,7
1,5,13,11,3,2,3,1,13,7
0,4,28,8,14,1,1,1,1,7
0,10,25,22,4,1,3,1,7,1
1,12,19,1,18,1,3,1,1,1
0,1,3,13,1,2,1,1,14,7
1,10,19,21,3,1,1,1,7,7
1,1,30,17,14,1,1,1,1,7
0,9,22,16,4,1,1,1,14,7
0,3,26,19,2,1,1,1,14,7
1,3,11,13,14,1,3,1,1,7
0,9,26,17,3,2,3,1,11,7
1,8,1,17,14,1,2,1,1,1
1,1,24,10,1,1,2,1,21,7
0,7,11,18,3,3,2,2,11,7
1,10,19,14,2,3,3,2,12,7
0,11,1,10,17,1,1,1,1,1
0,8,2,17,15,1,3,1,1,7
0,6,15,13,3,1,3,1,7,7
0,10,6,14,15,2,3,1,1,7
0,9,20,7,4,1,3,1,14,7
0,12,19,17,15,2,1,1,1,7
1,5,9,6,3,1,2,1,13,7
1,1,24,5,0,1,2,1,0,7
1,12,16,5,17,3,2,2,1,7
0,3,23,10,3,3,2,2,13,7
1,1,1,15,3,1,3,1,13,7
1,10,13,21,4,1,3,1,14,7
0,2,23,16,11,3,2,2,1,7
0,2,28,10,15,1,1,2,1,1
0,10,3,18,15,3,2,2,1,7
1,12,4,6,18,1,3,1,1,1
0,3,27,14,11,1,1,1,1,7
0,1,19,8,17,1,2,1,1,1
1,5,17,15,5,1,3,1,14,7
1,6,19,13,2,1,3,1,7,7
1,8,31,16,14,3,1,2,1,7
1,1,24,17,15,2,1,1,1,7
1,4,12,17,3,1,2,1,14,7
1,10,18,11,3,1,2,1,14,7
0,6,6,12,3,1,2,1,14,7
0,3,2,7,3,2,3,3,7,2
1,2,19,23,3,3,2,2,7,7
1,12,17,4,19,1,1,1,1,1
0,12,13,17,11,1,3,1,1,7
1,2,2,10,3,2,2,1,14,7
1,10,26,6,3,1,3,1,14,7
0,7,11,10,3,2,1,1,12,7
1,8,30,4,3,1,3,1,11,7
0,8,25,10,15,1,1,1,1,1
0,3,10,11,4,1,1,1,14,7
0,5,9,7,15,1,1,1,1,1
1,4,29,19,3,3,1,2,7,7
1,6,17,12,19,1,1,1,1,1
0,3,26,16,3,1,3,2,7,7
1,3,6,18,14,2,3,1,1,7
0,5,30,7,15,1,2,1,1,7
0,8,3,2,5,2,1,1,7,1
1,8,9,22,14,1,1,1,1,7
1,8,24,1,3,2,3,1,13,7
0,5,25,13,0,1,1,1,0,7
1,2,7,19,3,1,1,1,13,7
0,4,20,14,15,1,1,1,1,1
0,7,17,13,3,1,2,1,7,7
1,6,15,20,3,2,3,1,14,7
0,10,30,19,15,1,1,1,1,1
1,2,29,14,3,3,3,2,13,7
0,5,8,7,4,1,3,1,14,7
0,3,17,10,17,1,1,1,1,1
0,2,29,18,3,3,1,2,7,7
1,2,15,5,5,2,2,1,14,7
0,10,4,20,5,2,2,2,14,7
0,1,29,6,2,1,2,1,14,7
1,4,4,0,4,3,3,1,14,7
1,6,6,14,3,1,2,1,13,7
0,10,15,20,15,1,1,1,1,1
1,6,28,10,4,1,3,1,14,7
0,10,6,20,4,1,1,1,14,7
0,12,30,22,4,1,1,1,14,7
1,10,11,18,14,1,2,1,1,7
1,6,19,4,18,1,2,1,1,1
0,11,16,20,3,2,1,1,7,7
0,5,2,12,6,1,2,1,14,7
1,8,31,20,19,3,1,2,1,1
0,11,8,10,15,1,1,1,1,7
0,12,4,17,15,2,1,1,1,7
0,3,11,9,15,1,1,1,1,1
0,5,14,18,1,1,1,1,14,7
0,7,12,18,3,2,1,2,14,7
0,1,24,7,2,1,1,4,14,7
1,12,5,13,3,1,1,1,7,7
0,6,13,16,18,1,1,1,1,1
0,5,30,7,11,1,2,1,1,7
1,12,14,2,4,2,1,1,12,7
1,4,11,10,5,1,1,1,12,7
0,3,9,7,18,5,3,3,1,1
1,12,1,13,3,1,3,1,13,7
1,6,21,19,14,1,3,1,1,7
1,5,26,1,2,1,2,1,14,7
1,10,6,8,2,1,1,1,14,7
0,10,1,9,15,1,1,1,1,7
1,4,22,19,2,2,3,1,14,7
1,9,22,1,3,3,1,1,13,7
0,11,9,18,18,1,1,1,1,1
0,8,31,18,14,2,1,1,1,7
0,11,22,12,3,1,1,1,14,7
0,9,10,13,15,1,1,1,1,1
1,1,6,10,15,1,1,1,1,1
1,7,31,6,3,2,3,2,14,7
0,12,2,4,6,1,2,1,7,1
1,6,10,0,15,3,2,2,1,7
0,9,30,15,3,1,3,1,7,1
1,8,3,6,3,1,3,1,13,7
1,12,10,0,5,2,1,1,14,7
1,10,12,13,14,1,2,1,1,7
1,7,7,4,19,1,1,1,1,2
1,7,4,19,4,1,3,1,14,7
1,4,28,21,19,1,1,1,1,1
1,10,21,15,5,1,3,1,7,1
1,12,14,12,3,1,1,1,14,7
0,12,4,16,15,1,1,1,1,7
0,10,21,19,4,1,1,1,14,7
0,1,27,8,3,1,1,1,14,7
0,8,19,15,2,2,1,1,7,1
1,1,30,6,14,1,1,1,1,7
0,10,12,20,0,1,2,1,0,7
0,7,31,18,15,1,1,1,1,1
1,12,23,11,3,1,3,1,14,7
0,10,11,8,15,1,2,1,1,7
0,9,21,16,11,1,2,1,1,7
0,8,28,11,15,1,2,2,1,1
0,8,1,20,15,1,2,1,1,1
1,10,11,5,14,1,3,1,1,7
1,2,1,2,6,3,1,2,7,1
0,8,21,16,2,1,1,1,13,7
0,8,15,15,15,1,2,1,1,7
1,2,3,22,19,3,1,2,1,1
0,12,8,7,3,5,2,3,7,1
1,5,16,21,19,1,1,1,1,8
1,12,14,4,4,1,2,1,14,7
0,1,30,9,4,1,2,1,14,7
1,10,9,1,3,3,3,2,14,7
1,9,13,11,3,1,3,1,14,7
0,11,30,15,2,1,3,1,7,1
1,11,24,12,2,1,3,1,14,7
1,11,6,6,18,1,1,1,1,1
1,12,26,10,14,1,3,1,1,7
1,12,21,17,14,2,1,1,1,7
1,1,22,10,3,1,2,1,14,7
0,3,29,1,19,3,1,2,1,1
1,6,22,9,14,1,2,1,1,2
1,12,22,19,5,3,1,2,7,7
0,10,4,16,0,3,1,2,0,7
0,8,10,16,3,1,2,1,14,7
1,3,9,16,2,1,2,1,14,7
1,12,1,5,6,1,1,1,14,7
0,12,1,14,14,1,2,1,1,1
0,7,31,11,15,1,3,1,1,7
0,8,16,1,15,1,2,1,1,7
0,9,3,5,14,3,1,2,1,1
0,4,18,18,14,3,1,2,1,7
0,11,20,12,14,2,2,1,1,7
0,4,11,14,11,2,1,1,1,7
0,6,10,12,5,2,2,1,7,7
1,12,2,10,5,1,1,1,14,7
0,12,31,11,3,1,3,1,7,1
0,6,27,17,5,1,2,1,14,7
1,6,2,18,3,1,3,1,14,7
0,10,29,17,14,3,2,1,1,1
0,8,1,10,18,1,1,1,1,1
0,10,22,20,15,2,2,1,1,7
0,3,26,16,0,3,3,2,0,7
1,10,19,21,3,1,2,2,14,7
1,8,5,13,3,1,3,1,14,7
0,8,17,22,0,1,3,1,0,7
0,5,18,8,3,1,2,1,14,7
0,10,19,10,4,3,3,2,14,7
0,3,26,18,14,3,1,2,1,2
1,4,16,11,3,1,2,1,14,7
0,6,26,7,15,2,1,1,1,1
0,7,6,18,6,1,1,1,14,7
0,6,17,8,3,2,3,1,14,7
1,12,4,8,4,5,3,4,13,7
0,2,6,20,4,2,1,1,14,7
1,10,2,15,3,2,2,1,7,7
0,2,1,15,15,1,2,1,1,7
1,11,5,11,0,1,2,1,0,7
1,11,7,17,3,1,3,1,14,7
0,5,2,12,14,1,3,1,1,1
0,11,13,6,15,1,1,1,1,7
0,7,2,16,2,2,3,1,13,7
0,10,11,14,18,1,1,1,1,8
1,11,16,4,5,1,1,1,7,7
0,11,21,12,3,1,1,1,7,7
1,3,22,2,3,1,1,1,14,7
1,4,23,4,3,2,2,2,13,7
1,6,27,8,4,2,3,1,7,7
0,4,19,9,0,2,3,1,0,7
0,6,21,8,4,3,1,2,7,1
1,2,1,15,3,1,3,1,13,7
0,9,6,8,15,1,2,1,1,7
1,8,3,22,3,2,3,1,14,7
0,3,28,22,19,3,1,2,1,1
0,8,27,5,2,3,2,2,14,7
0,11,12,17,3,1,3,1,14,7
0,12,7,16,19,1,2,1,1,1
0,1,5,6,4,1,1,1,14,7
1,6,25,13,18,2,1,1,1,1
0,10,16,15,15,2,2,1,1,8
1,7,4,7,19,1,1,1,1,1
1,3,24,23,19,2,1,1,1,1
1,10,22,8,0,1,3,1,0,7
1,12,15,3,3,1,1,1,14,7
0,10,21,17,18,1,3,1,1,7
0,6,11,9,18,1,1,1,1,7
0,7,23,7,3,1,1,1,14,7
0,11,14,17,0,2,1,1,0,7
0,1,17,17,14,1,2,1,1,7
0,8,21,13,18,1,1,1,1,8
1,2,18,4,4,2,2,3,13,1
0,7,13,10,0,1,1,1,0,7
1,10,17,23,6,1,1,1,13,7
0,10,5,16,1,1,3,1,14,7
1,12,24,6,2,1,2,1,14,7
1,7,16,21,19,2,3,1,1,1
0,10,8,9,5,2,1,1,7,7
0,11,24,10,4,1,1,1,14,2
1,8,31,8,5,3,3,2,13,7
1,4,29,5,5,2,1,1,13,7
1,11,11,17,18,2,1,1,1,1
1,8,3,23,5,2,1,2,14,7
0,7,27,11,11,1,1,1,1,7
1,10,19,21,3,2,1,1,13,7
1,11,23,6,5,1,1,1,7,7
1,8,26,7,19,1,2,1,1,1
1,3,11,17,3,1,2,1,13,7
1,3,24,10,3,2,3,1,13,7
1,10,15,9,1,2,3,1,14,7
1,4,19,21,2,2,3,1,13,7
0,4,10,6,3,1,3,1,14,7
1,8,5,15,15,1,2,1,1,7
0,4,15,16,3,3,3,2,14,7
1,1,3,17,4,3,2,2,14,7
0,10,27,16,15,3,1,2,1,1
0,11,27,15,1,1,2,1,14,7
0,5,24,21,14,2,1,1,1,7
1,2,25,4,4,3,2,2,7,1
1,1,1,6,3,1,3,1,14,7
0,8,18,13,15,1,1,1,1,7
1,9,18,15,3,2,2,1,7,7
1,10,29,3,5,1,1,1,12,7
0,2,8,7,3,1,1,1,14,7
0,2,26,7,3,2,2,1,14,7
1,12,17,4,5,1,3,1,11,7
1,10,23,3,15,1,1,1,1,5
1,7,29,6,3,1,3,1,14,7
0,4,21,15,5,3,2,2,14,7
0,2,6,7,15,3,2,2,1,1
0,10,18,12,15,3,1,2,1,7
0,3,11,9,11,1,1,1,1,7
0,10,12,19,11,1,1,1,1,7
0,2,29,18,15,3,2,2,1,1
1,9,14,10,5,1,1,1,14,7
1,9,14,14,3,1,3,1,14,7
0,10,17,13,5,1,2,1,14,7
0,3,22,11,4,1,2,1,14,7
1,8,25,2,18,1,2,1,1,1
0,3,21,11,4,1,1,1,14,7
0,2,8,12,2,1,2,1,14,7
1,8,28,21,18,2,2,1,1,1
0,12,8,13,2,1,2,1,7,7
1,5,17,19,3,1,3,1,14,7
1,4,4,23,1,1,1,1,7,7
1,11,27,8,18,2,1,1,1,7
1,12,26,4,19,1,1,1,1,1
0,2,21,16,6,2,1,2,14,7
0,3,23,21,15,1,2,1,1,1
0,9,28,7,4,1,1,1,14,7
1,2,15,12,3,1,3,2,13,7
0,3,21,14,2,1,3,1,14,7
0,5,21,8,15,1,1,1,1,7
1,12,24,14,5,1,3,1,13,7
0,10,22,19,15,2,2,1,1,7
0,10,11,11,2,2,1,1,7,7
0,12,6,17,4,5,1,3,14,7
1,12,9,14,15,1,3,1,1,7
1,4,24,1,3,3,1,2,7,7
1,9,1,18,14,2,3,1,1,7
1,1,14,20,4,2,3,1,13,7
1,2,23,9,18,3,1,2,1,1
0,10,20,15,14,1,2,1,1,7
1,7,6,4,3,1,3,1,12,7
1,6,6,21,1,1,3,1,14,7
0,9,30,18,3,2,2,1,7,7
0,8,19,16,14,3,1,2,1,7
1,2,1,2,3,2,3,2,14,7
1,10,13,3,3,1,1,1,14,7
0,1,23,17,5,1,3,1,14,7
1,6,24,10,3,2,2,1,7,7
1,3,29,3,6,3,1,2,14,7
0,1,17,8,2,1,1,1,14,7
0,9,17,17,19,1,1,1,1,1
0,3,2,16,5,2,1,1,7,1
0,12,11,11,2,5,1,3,14,7
0,12,6,17,3,1,2,1,14,7
1,1,19,14,2,3,3,1,11,7
1,12,20,9,17,1,3,1,1,7
0,12,23,21,5,1,2,1,14,7
0,4,21,17,6,3,3,2,14,7
1,10,17,21,0,1,3,1,0,7
1,4,19,13,3,1,1,1,14,7
0,12,23,18,0,1,2,1,0,7
1,2,13,10,18,1,1,1,1,1
0,1,30,15,15,1,1,1,1,1
1,12,16,13,15,2,3,1,1,1
0,1,8,15,4,1,1,1,7,1
0,4,6,15,3,2,3,1,13,7
0,7,29,7,3,1,1,1,14,7
0,6,16,2,0,2,2,1,0,7
1,3,18,18,14,1,1,1,1,7
0,5,8,10,14,2,2,1,1,1
0,7,16,15,3,3,2,2,14,7
1,10,21,19,5,1,2,1,7,7
1,6,8,7,3,1,3,1,13,7
0,7,18,6,4,3,3,2,14,7
1,12,7,14,5,1,1,1,7,7
1,12,9,5,3,1,3,1,11,7
1,12,4,12,3,1,3,1,13,7
1,6,24,16,3,2,2,1,21,7
1,12,22,17,1,1,3,1,14,7
1,1,28,10,3,1,2,1,14,7
1,7,22,15,5,1,1,1,7,1
0,11,29,12,4,1,2,1,14,7
1,9,10,9,15,1,1,1,1,7
1,5,4,7,0,1,3,5,0,7
1,10,30,6,4,3,1,2,7,7
0,9,16,18,14,1,3,1,1,1
1,9,21,5,4,1,3,1,13,7
0,11,6,17,5,1,1,1,14,7
0,10,9,7,17,2,1,1,1,2
0,12,21,7,4,1,2,1,14,7
0,3,8,18,15,2,2,1,1,2
0,5,21,13,15,1,2,1,1,1
0,7,16,11,15,1,1,1,1,7
1,11,18,16,14,1,2,1,1,7
0,11,12,6,4,1,2,1,14,1
1,4,10,12,4,1,3,1,14,7
1,3,16,1,5,1,1,1,7,7
1,1,9,12,2,1,1,1,14,7
0,4,13,11,19,1,1,1,1,1
0,9,27,18,3,1,3,1,14,7
0,3,5,17,3,5,1,3,14,7
1,8,29,7,3,3,1,2,7,7
0,11,11,9,2,1,2,1,7,1
1,5,16,20,3,1,3,1,7,7
0,8,4,17,5,1,1,1,14,1
1,1,4,10,3,1,2,1,7,2
0,9,6,9,14,1,1,1,1,7
1,7,11,22,19,2,3,1,1,1
0,7,25,16,14,1,2,1,1,7
1,8,30,20,5,3,3,2,14,7
1,4,8,2,5,2,2,1,14,7
1,1,29,21,18,1,1,1,1,1
0,7,18,21,15,1,3,1,1,7
1,12,17,20,3,1,2,1,14,7
0,10,20,14,14,1,1,1,1,7
0,4,28,9,3,1,3,1,14,7
0,9,28,18,15,2,1,2,1,7
0,6,5,16,15,1,2,1,1,7
0,11,20,17,3,1,3,1,14,7
1,6,29,21,18,2,3,1,1,1
1,11,21,22,3,1,1,1,14,7
1,1,7,20,5,2,2,1,14,7
0,3,21,1,6,1,1,1,7,8
1,2,29,5,3,2,3,1,13,7
1,1,11,17,3,1,3,1,13,7
0,11,4,15,3,1,2,1,14,7
0,2,1,17,18,2,2,4,1,1
1,1,19,14,3,1,3,1,13,7
1,6,11,21,15,1,3,1,1,3
0,11,14,19,15,1,1,1,1,7
0,1,30,20,19,1,2,1,1,1
0,2,1,7,2,1,3,2,14,1
1,7,1,23,5,2,2,1,14,7
0,3,27,19,11,1,1,1,1,7
0,8,8,6,4,1,2,1,14,7
1,1,30,4,3,1,1,1,7,7
1,11,26,15,3,3,3,2,13,7
1,5,11,6,3,1,2,1,11,7
1,6,18,20,18,3,1,2,1,1
1,4,20,23,2,2,2,2,7,7
1,11,21,9,5,1,1,1,14,1
1,7,25,2,3,1,3,1,13,7
1,11,21,4,2,1,1,1,14,7
1,11,13,22,3,1,2,1,7,7
0,8,13,8,19,1,1,1,1,1
1,7,18,5,15,1,2,1,1,3
1,7,28,18,4,1,3,1,14,7
1,11,8,20,0,1,2,1,0,7
1,1,15,8,3,5,3,2,11,7
1,9,16,9,2,1,1,1,7,7
0,12,6,6,4,1,3,1,14,7
0,4,4,14,3,2,2,1,14,7
0,12,15,15,3,2,1,1,14,7
0,7,1,6,5,3,1,2,14,7
0,1,27,7,1,1,1,1,14,7
0,5,15,8,14,2,1,1,1,1
1,4,1,21,14,1,1,1,1,7
1,11,21,11,5,1,2,1,14,7
0,1,29,19,2,1,1,1,14,7
1,10,28,20,1,2,3,1,14,7
1,12,13,5,14,1,2,1,1,7
0,8,4,9,1,1,1,1,14,7
0,11,14,12,2,1,2,1,14,7
0,12,17,5,11,1,1,1,1,7
1,3,30,4,3,1,3,1,14,7
1,10,4,15,5,2,3,2,12,7
1,2,10,14,4,2,3,1,14,7
0,3,2,18,4,1,1,1,7,7
1,8,11,11,3,1,2,1,13,7
1,10,28,18,3,2,3,1,13,7
0,5,1,7,15,1,3,1,1,1
1,9,25,14,3,1,3,1,14,7
0,12,10,12,14,1,2,1,1,7
0,12,2,11,0,1,2,1,0,7
0,10,27,23,6,3,1,2,14,7
0,6,2,14,15,1,1,1,1,1
1,9,20,10,15,1,1,1,1,7
1,7,7,23,5,1,2,1,13,7
0,1,29,18,11,1,1,1,1,7
1,3,3,3,5,1,3,1,7,1
0,10,20,16,4,1,2,1,14,7
0,6,13,8,2,1,1,1,7,1
0,4,16,16,19,1,2,1,1,1
0,10,18,18,4,3,2,2,14,7
1,4,12,11,15,1,2,1,1,7
0,7,28,16,0,1,1,1,0,7
0,5,15,11,3,1,1,1,14,7
1,2,21,17,14,3,3,2,1,7
1,6,14,21,3,1,1,1,14,7
1,11,10,18,3,1,3,1,12,7
0,2,20,7,15,2,1,1,1,1
1,3,13,22,4,1,1,1,7,7
1,8,31,3,4,3,3,2,13,7
1,7,20,2,4,2,3,1,14,7
1,9,4,15,18,1,1,1,1,1
1,1,6,17,15,2,1,1,1,7
1,9,28,19,4,1,3,1,7,7
1,10,14,23,3,1,2,1,14,7
1,11,4,19,5,2,3,1,13,7
1,6,27,9,3,3,3,2,14,7
0,2,13,12,19,1,1,1,1,1
0,7,11,17,11,1,3,1,1,7
0,3,15,10,14,2,1,2,1,7
1,6,16,0,6,2,1,1,7,7
0,4,27,19,2,1,1,1,7,1
1,12,22,16,3,1,3,1,13,7
0,4,16,17,3,1,1,1,7,1
1,5,11,4,18,1,1,1,1,1
1,7,3,23,3,3,3,2,14,7
1,6,7,22,2,1,2,1,7,7
0,3,27,11,4,1,1,1,14,7
0,8,6,19,3,1,3,1,14,7
0,12,5,19,15,1,1,1,1,1
1,7,16,16,3,2,3,1,13,7
0,8,2,23,2,1,2,1,14,7
0,4,1,11,0,1,1,1,0,7
1,7,15,11,15,1,3,1,1,7
0,4,30,16,4,1,1,1,7,1
0,9,15,16,15,1,3,1,1,7
1,11,30,7,15,1,1,1,1,7
0,2,24,18,3,1,2,1,14,7
0,12,1,12,3,1,2,1,14,7
1,9,23,7,3,1,2,1,14,7
1,4,21,19,3,3,2,2,14,7
0,1,12,9,2,1,1,1,13,1
1,2,22,19,3,2,2,1,14,7
1,8,30,18,3,2,3,1,14,7
1,1,29,10,2,1,3,1,7,7
0,10,12,23,3,1,3,1,7,1
0,12,21,12,4,1,3,1,7,1
0,1,9,17,15,2,3,2,1,7
0,4,23,14,4,2,1,1,14,7
0,2,25,9,3,1,2,1,14,7
1,12,26,13,3,1,3,1,7,7
1,12,20,7,15,2,2,1,1,1
1,2,22,22,14,3,2,2,1,7
1,4,28,4,3,1,3,1,13,7
1,8,30,23,3,3,1,2,7,7
0,1,11,13,14,1,1,1,1,2
0,12,23,21,18,1,2,1,1,1
1,1,8,16,14,1,3,1,1,7
0,11,30,11,18,1,1,1,1,1
1,4,12,15,15,1,3,1,1,7
0,4,22,11,14,3,1,2,1,1
0,12,20,17,15,1,1,1,1,7
0,10,6,12,18,1,1,1,1,1
0,6,28,12,5,3,2,2,7,1
0,9,9,11,0,1,3,1,0,7
1,4,17,9,14,1,2,1,1,7
0,2,2,11,1,1,1,1,14,7
1,4,13,14,3,1,1,1,14,7
0,7,18,13,4,1,2,1,7,1
1,12,26,7,3,3,2,2,14,7
1,11,4,17,14,1,2,1,1,7
0,4,17,21,19,2,1,1,1,1
1,6,9,3,3,3,2,2,13,7
0,9,26,15,3,1,3,1,13,7
0,5,13,19,3,3,1,2,14,7
0,6,23,15,14,3,1,2,1,1
1,3,17,10,3,3,3,2,14,7
0,6,12,7,11,1,2,1,1,7
1,5,8,21,3,1,3,1,13,7
1,1,20,2,3,1,1,1,7,1
1,7,24,4,19,1,2,1,1,1
1,10,17,13,3,1,3,1,13,7
1,10,21,10,14,1,1,1,1,3
1,9,12,10,11,1,1,1,1,7
1,11,28,19,5,3,2,2,14,7
0,6,16,21,14,1,1,1,1,7
0,3,22,16,5,1,1,1,14,7
1,9,16,8,11,1,3,1,1,7
0,1,30,11,14,1,1,1,1,7
0,11,1,17,17,3,1,2,1,7
1,11,30,17,3,1,1,1,7,7
0,6,16,8,18,2,1,1,1,1
0,10,1,7,4,1,3,1,14,7
1,7,20,6,19,1,2,1,1,1
1,2,11,2,3,3,3,2,14,7
1,10,11,10,11,1,1,1,1,7
1,8,24,12,11,1,1,1,1,7
0,7,27,15,4,2,2,1,14,7
1,3,31,1,19,1,1,1,1,1
0,11,29,13,3,2,3,1,14,7
0,2,14,22,3,1,1,1,7,1
1,3,26,16,5,3,3,2,14,7
1,12,23,21,3,1,3,1,13,7
0,12,6,19,5,1,1,1,14,7
1,6,18,15,19,3,1,2,1,1
1,10,31,17,3,2,1,1,14,7
1,7,26,18,19,2,1,1,1,1
1,9,17,4,6,2,1,2,12,7
0,10,16,11,15,2,3,1,1,7
0,6,4,1,0,1,1,1,0,7
1,3,16,11,4,1,1,1,14,7
1,11,18,5,18,2,1,1,1,1
0,8,8,7,3,1,1,1,14,7
0,7,30,8,14,1,2,1,1,7
1,11,2,13,1,3,3,2,14,7
0,3,18,9,3,1,2,1,14,7
1,1,29,6,19,1,1,1,1,1
1,1,4,20,2,1,1,1,7,7
0,8,15,15,4,1,1,1,14,7
1,5,4,10,15,1,2,1,1,7
0,9,9,17,11,3,1,2,1,7
1,11,8,20,14,1,2,1,1,1
0,8,16,16,14,1,3,1,1,7
1,9,13,13,2,1,1,1,7,7
0,11,12,21,4,1,1,1,7,7
0,10,1,18,5,2,1,1,14,7
1,5,19,23,1,3,1,2,21,7
0,12,19,9,15,1,1,1,1,7
0,4,10,22,5,2,2,1,7,1
1,6,8,20,14,1,3,1,1,7
0,10,5,16,3,2,3,1,7,7
0,8,17,20,5,1,1,1,14,7
0,8,11,20,15,2,3,1,1,7
1,1,21,18,18,1,2,1,1,1
1,7,28,15,3,1,3,1,14,7
1,7,12,21,19,3,2,2,1,1
0,6,29,14,15,2,1,1,1,1
0,7,12,11,6,3,1,1,14,1
0,3,22,9,15,1,1,1,1,8
0,10,9,8,2,3,2,2,14,7
1,10,13,5,14,2,3,1,1,7
1,1,5,15,3,1,2,1,7,7
0,8,12,7,6,1,2,1,14,7
1,9,27,16,11,1,1,1,1,7
1,10,6,1,3,1,3,1,14,7
0,2,14,10,14,1,3,1,1,7
1,5,27,16,15,1,1,1,1,1
1,5,9,9,3,1,2,1,7,7
0,8,13,16,15,1,2,1,1,7
1,4,7,16,0,1,1,1,0,7
1,1,19,9,3,1,3,1,13,7
1,11,15,12,11,2,3,1,1,7
0,9,9,16,3,1,2,1,14,7
0,2,28,15,3,1,1,1,14,7
0,11,26,16,4,1,1,1,14,7
1,11,23,12,3,1,3,1,14,7
1,4,9,19,3,1,3,1,14,7
1,8,31,0,3,3,3,2,13,7
1,2,26,15,3,1,2,1,14,7
0,1,27,7,4,2,3,1,14,7
