label,発生日時　　月,発生日時　　日,発生日時　　時,車道幅員,天候,地形,路面状態,道路形状,信号機
0,1,30,17,15,1,1,1,1,1
0,1,22,8,11,1,2,1,1,7
1,12,10,5,17,1,1,1,1,1
1,10,27,9,15,2,1,1,1,1
1,9,9,3,5,1,2,1,14,7
0,1,3,12,18,5,1,2,1,1
0,12,30,9,3,1,2,1,7,1
1,10,16,16,2,2,3,1,7,7
1,9,16,18,3,1,2,1,7,7
0,4,3,18,18,3,2,2,1,1
1,1,1,17,4,2,1,3,14,7
1,3,15,20,3,2,3,1,14,7
0,7,30,16,18,1,1,1,1,1
0,5,23,16,3,1,1,1,14,7
1,5,5,10,15,2,1,1,1,7
0,1,10,8,3,1,3,1,14,7
0,5,7,17,3,2,1,1,13,7
0,9,28,11,11,1,1,1,1,7
1,2,3,18,2,1,1,1,14,7
0,4,7,13,3,1,1,1,7,1
0,10,30,12,11,1,2,1,1,7
0,3,20,16,3,3,1,2,14,7
1,8,31,11,4,3,3,2,14,7
1,6,15,15,3,1,3,1,13,7
0,11,21,13,2,1,1,1,13,1
1,10,11,21,14,1,1,1,1,7
1,4,30,12,0,2,3,1,0,7
0,9,15,10,15,1,2,1,1,1
0,11,6,11,15,1,1,1,1,7
0,6,12,11,3,1,1,1,14,7
0,4,24,8,15,3,1,2,1,1
0,12,6,17,18,1,2,1,1,1
1,12,5,5,3,1,3,1,14,7
1,7,27,16,0,1,2,5,0,7
0,1,30,16,2,1,1,1,14,7
0,4,11,8,14,1,2,1,1,7
0,11,19,7,14,1,2,1,1,7
1,4,13,18,15,1,2,1,1,1
0,8,28,18,17,1,2,1,1,7
1,8,10,0,6,1,3,1,14,7
1,3,26,0,14,2,1,1,1,1
0,3,22,11,3,1,1,1,14,7
1,7,25,23,6,1,1,1,14,7
1,12,28,21,18,1,3,1,1,1
0,10,28,22,6,2,1,1,7,7
1,8,23,3,4,1,1,1,14,7
1,10,25,20,15,1,3,1,1,2
0,8,13,17,3,2,2,1,14,7
1,1,25,16,2,1,1,1,13,7
0,8,10,14,4,1,3,1,7,1
1,3,9,19,15,1,1,1,1,7
1,5,22,20,3,1,3,1,13,7
1,5,22,14,15,2,2,1,1,1
1,11,13,12,3,1,3,1,14,7
1,12,21,23,4,1,1,1,7,7
1,7,3,17,14,1,3,1,1,7
1,5,28,5,3,3,3,2,13,7
1,6,29,17,0,2,3,1,0,7
0,5,26,10,18,1,1,1,1,1
0,1,29,15,6,1,1,1,7,7
0,12,5,4,18,1,1,1,1,1
1,3,30,11,0,1,3,1,0,7
1,1,26,18,3,1,3,1,14,7
0,12,3,15,4,1,3,1,7,1
1,6,1,7,11,2,1,1,1,7
0,12,8,14,15,1,1,1,1,7
1,10,31,8,4,1,3,1,14,7
0,12,27,9,3,2,3,1,7,7
0,1,18,23,4,1,2,1,14,7
1,2,16,7,4,1,2,1,14,7
0,8,31,19,19,3,1,2,1,8
1,6,30,17,2,2,1,1,14,7
1,9,18,17,3,1,3,1,14,7
1,12,31,17,3,1,3,1,14,7
1,12,8,8,15,1,1,1,1,1
1,6,23,12,3,3,3,2,13,7
0,1,28,18,3,2,3,2,14,7
0,10,7,16,3,3,3,2,13,7
1,10,17,6,18,1,3,1,1,2
1,5,3,12,3,1,3,1,13,7
1,12,20,5,15,1,1,1,1,1
1,1,28,6,2,1,3,1,14,7
1,1,2,3,3,1,3,1,13,7
0,1,12,7,18,1,1,1,1,1
1,4,19,18,5,1,1,1,14,7
1,8,26,11,3,1,2,1,14,7
0,7,30,9,0,1,1,1,0,7
1,10,19,7,4,1,1,1,11,7
0,5,11,16,3,1,3,1,14,7
0,5,28,10,18,2,1,2,1,1
0,8,29,11,4,3,2,2,14,7
0,10,2,8,18,1,1,1,1,1
0,9,11,15,3,1,3,1,13,7
1,8,3,18,3,1,3,1,13,7
1,11,9,7,14,1,3,1,1,7
0,2,29,8,3,3,1,1,14,7
0,11,25,17,15,1,1,1,1,1
1,12,18,23,11,1,3,1,1,7
0,3,22,6,1,1,2,1,13,7
1,3,1,23,18,1,1,1,1,1
0,5,16,8,11,1,1,1,1,7
1,8,4,2,3,1,1,1,7,7
1,12,20,9,0,1,3,1,0,7
0,3,11,17,18,1,2,1,1,1
1,10,1,15,0,1,3,1,0,7
1,11,15,5,14,2,1,2,1,7
1,4,27,11,3,1,3,1,13,7
0,6,15,12,3,1,1,1,14,7
1,8,4,18,15,1,2,1,1,1
0,4,24,15,5,3,2,2,7,7
1,10,31,21,15,1,3,1,1,7
0,12,24,15,15,1,1,1,1,1
1,7,4,22,2,1,1,1,14,7
0,2,26,14,15,2,1,1,1,1
0,12,4,15,15,1,2,1,1,1
0,3,13,6,14,1,1,1,1,7
1,12,26,21,5,5,1,1,14,7
1,10,12,5,15,1,3,1,1,3
1,7,23,23,1,1,2,1,21,7
1,11,9,19,5,1,1,1,7,7
1,1,16,12,6,5,2,4,7,1
1,6,17,10,15,1,1,1,1,1
0,5,13,19,4,3,1,2,14,7
0,10,19,17,14,3,2,2,1,7
0,11,14,10,15,1,1,1,1,1
1,8,28,9,4,1,3,1,13,7
0,4,25,8,15,1,1,1,1,7
0,5,31,17,3,1,1,1,14,7
0,9,20,17,14,1,2,1,1,7
0,10,4,8,14,3,2,1,1,7
0,2,22,17,2,3,1,2,14,7
0,8,24,15,4,2,3,1,14,7
0,2,11,15,4,1,3,1,14,7
1,10,18,22,1,1,1,1,13,7
1,8,18,11,3,1,2,1,13,7
1,5,29,13,3,1,2,1,14,7
1,11,26,1,4,2,3,1,11,7
1,7,8,16,3,1,1,1,14,7
0,10,28,18,3,2,3,1,14,7
0,8,6,11,15,1,2,1,1,7
1,7,15,5,3,1,2,1,7,7
1,9,24,8,3,3,1,2,14,7
0,5,14,16,15,3,1,2,1,7
1,10,13,0,2,1,1,1,14,7
0,10,28,17,18,2,2,1,1,1
0,10,17,4,19,1,2,1,1,1
1,6,13,20,2,1,3,1,14,7
0,12,15,16,3,1,1,1,14,1
0,10,25,18,17,1,1,1,1,7
1,3,5,3,3,3,3,2,14,7
0,10,23,19,18,2,1,1,1,1
0,11,1,17,3,3,1,2,14,7
1,5,19,3,18,1,1,1,1,1
1,6,22,6,3,1,3,1,13,7
0,1,30,1,19,1,1,1,1,1
1,3,11,13,3,1,1,1,14,7
1,1,14,6,4,1,1,1,7,1
1,7,20,2,3,1,3,1,13,7
1,7,20,9,15,1,3,1,1,1
1,11,9,5,4,2,2,1,14,7
1,6,26,9,4,1,2,1,14,7
1,3,18,23,18,1,1,1,1,1
1,1,10,22,3,2,1,1,7,7
1,7,18,20,4,1,2,1,7,7
0,12,2,12,18,1,1,1,1,1
1,8,4,9,3,1,3,1,13,7
1,8,7,13,6,1,1,1,11,7
0,11,24,12,4,1,1,1,14,7
0,5,10,7,3,1,1,1,14,7
0,3,12,13,3,3,3,2,14,1
0,9,4,12,14,1,3,1,1,1
0,11,29,8,15,1,1,1,1,1
1,12,21,11,4,1,1,1,14,7
1,2,26,20,3,2,3,1,13,7
0,6,14,12,3,1,3,1,13,7
0,5,7,9,11,1,2,1,1,7
1,7,29,19,15,1,1,1,1,7
0,11,28,7,4,1,1,1,14,7
1,2,16,14,2,1,3,5,14,7
1,7,11,6,11,2,1,1,1,7
1,11,22,15,15,1,1,1,1,7
0,5,29,16,3,1,2,1,7,1
1,11,20,4,5,3,3,2,14,7
1,9,17,12,17,1,1,1,1,7
0,3,20,12,11,1,2,1,1,7
0,3,23,20,5,2,1,1,7,1
1,6,2,21,4,2,2,1,14,7
1,3,20,19,5,1,1,1,14,7
0,5,10,15,15,1,1,1,1,7
1,11,9,22,4,1,1,1,7,7
0,12,24,18,18,1,1,1,1,1
0,10,6,13,15,2,3,1,1,1
0,12,22,8,11,1,1,1,1,7
1,2,9,11,15,1,1,1,1,1
0,3,2,11,3,2,2,1,14,7
1,8,14,21,15,1,1,1,1,1
1,1,12,5,5,1,1,1,14,7
0,12,13,7,15,1,2,1,1,1
1,5,18,11,14,1,3,1,1,7
1,2,22,8,15,3,3,2,1,7
0,1,12,18,15,2,3,1,1,7
1,1,25,15,14,1,1,1,1,7
1,9,28,5,4,1,3,1,13,7
1,7,10,6,3,1,3,1,13,7
0,9,4,9,11,1,1,1,1,7
0,2,6,8,15,3,1,2,1,1
0,4,30,10,4,2,1,1,14,7
0,3,30,8,11,1,1,1,1,7
1,10,22,19,3,2,3,2,7,7
0,10,8,11,11,3,3,2,1,7
0,11,23,14,3,1,1,1,14,7
1,9,14,15,3,1,3,1,14,7
1,8,16,6,18,1,2,1,1,1
1,7,1,18,15,3,3,2,1,7
1,10,14,9,0,1,2,1,0,7
0,3,2,13,5,2,2,1,14,7
1,12,30,15,4,1,1,1,13,7
1,11,18,11,14,1,1,1,1,7
1,2,9,18,3,1,2,1,14,7
0,12,20,9,3,1,1,1,14,7
0,8,1,14,15,1,1,1,1,1
1,9,23,14,5,1,3,1,14,7
1,10,21,9,2,1,1,1,7,7
0,9,24,7,3,2,3,1,13,7
1,8,18,1,15,1,1,1,1,7
1,9,14,23,15,1,3,1,1,1
0,11,7,7,3,1,3,1,13,7
0,8,26,15,3,3,3,2,14,7
0,4,24,13,18,1,1,1,1,1
0,3,29,18,3,1,1,1,14,7
0,1,29,19,15,1,1,1,1,1
0,9,27,14,14,3,1,2,1,7
1,10,13,11,1,1,3,1,14,7
1,2,15,18,5,3,3,2,14,7
1,4,3,4,4,3,2,2,14,7
1,12,15,22,5,5,3,4,12,7
1,9,10,0,5,1,1,1,14,1
1,12,10,17,4,3,3,2,14,7
0,3,12,12,5,3,1,2,14,7
0,6,4,15,17,1,2,1,1,1
0,12,9,9,4,1,1,1,14,7
0,1,8,10,18,5,2,4,1,1
1,8,6,1,1,1,3,1,12,7
0,3,29,9,17,1,2,1,1,1
1,11,28,5,11,1,2,1,1,7
0,9,16,15,2,1,3,1,14,7
1,12,16,5,3,1,1,1,14,7
1,9,8,13,3,2,3,1,12,7
1,7,6,12,1,2,3,1,14,7
0,2,16,6,14,1,3,1,1,7
0,11,13,18,3,1,1,1,7,1
1,8,30,6,5,3,3,2,14,7
0,7,8,9,2,3,1,2,14,7
1,10,21,12,3,1,3,1,13,7
1,6,10,21,3,1,3,1,13,7
1,2,7,9,1,1,1,1,13,7
0,1,28,11,5,1,2,1,7,7
1,10,24,21,2,1,1,1,21,7
1,6,13,19,19,1,1,1,1,1
1,4,16,5,14,1,2,1,1,1
0,1,24,6,3,1,3,1,14,7
0,7,31,13,18,1,2,1,1,7
0,1,13,9,14,1,1,1,1,1
1,3,16,15,2,1,3,1,13,7
0,4,4,19,15,2,2,1,1,7
0,7,18,7,4,1,3,1,12,7
0,8,11,16,0,1,1,1,0,7
0,9,11,16,18,1,1,1,1,1
0,5,14,7,1,1,1,1,14,7
1,7,22,6,3,1,3,1,14,7
0,8,19,11,0,2,2,1,0,7
1,1,21,11,5,3,3,2,13,7
1,8,15,18,14,2,1,1,1,7
0,2,9,15,5,1,1,1,7,7
0,1,26,7,4,1,1,1,7,1
0,4,25,7,15,1,2,1,1,1
1,2,13,10,15,1,3,1,1,7
1,11,4,17,14,1,1,1,1,7
0,12,28,16,18,3,1,2,1,7
1,11,27,6,15,2,3,2,1,1
1,12,26,6,14,3,2,2,1,7
0,10,23,8,11,1,3,1,1,7
0,6,13,20,2,1,1,1,14,7
1,12,16,9,4,1,3,3,14,7
1,5,27,8,18,2,1,2,1,7
1,8,19,13,15,1,3,1,1,7
1,10,7,9,11,2,3,1,1,7
0,12,9,8,15,1,1,1,1,1
0,1,19,18,19,2,1,1,1,1
1,8,25,16,14,1,3,1,1,7
0,6,23,16,3,3,3,2,11,7
0,5,3,17,3,1,2,1,14,7
1,1,14,21,1,1,1,1,14,7
1,12,17,0,5,1,3,1,14,7
0,11,12,14,3,1,2,1,14,7
0,8,6,15,15,1,1,1,1,1
1,8,3,18,0,1,3,1,0,7
1,1,1,0,15,1,3,1,1,1
1,6,26,6,4,2,3,1,13,7
1,4,12,13,15,1,3,1,1,7
1,5,22,8,3,1,3,1,13,7
1,11,12,6,18,1,1,1,1,1
0,2,9,11,3,1,1,1,7,1
0,1,10,8,4,2,1,2,7,1
0,7,7,10,18,1,2,1,1,7
1,4,7,12,3,1,3,1,13,7
1,3,6,6,14,3,1,2,1,7
1,12,13,12,15,1,2,1,1,1
0,10,14,9,3,1,1,1,7,1
1,1,23,1,4,1,1,1,7,7
0,8,14,13,15,1,3,1,1,7
1,6,6,12,19,1,1,1,1,7
0,12,14,17,5,2,3,1,7,1
1,8,28,21,2,3,2,2,21,7
0,1,20,6,3,3,3,2,7,7
1,6,12,9,15,1,2,1,1,1
0,1,13,8,3,5,3,4,13,7
1,10,8,21,5,3,1,2,7,7
1,5,17,9,4,1,3,1,14,7
1,11,6,18,1,1,3,5,14,7
1,8,23,20,3,1,3,1,14,7
0,3,30,15,0,1,1,1,0,7
0,11,16,16,3,2,1,1,7,7
0,4,25,17,3,1,2,1,14,7
0,6,29,12,17,1,2,1,1,1
1,2,22,18,2,2,2,1,21,7
1,8,8,6,5,1,2,1,7,1
0,2,13,17,5,1,1,1,14,7
1,3,19,16,4,1,3,1,14,7
1,1,15,5,18,2,3,2,1,1
1,4,25,22,15,1,2,1,1,7
0,11,11,14,0,1,2,1,0,7
1,9,16,13,14,2,3,1,1,7
0,12,29,12,11,1,1,1,1,7
1,12,19,16,3,2,1,2,14,7
0,9,19,17,19,1,1,1,1,8
1,10,11,10,4,1,2,1,7,7
0,3,11,14,5,1,1,1,14,7
0,11,13,8,4,1,3,1,14,1
0,9,24,8,15,1,1,1,1,1
0,10,10,14,11,1,1,1,1,7
0,9,14,15,15,1,1,1,1,7
1,2,18,0,1,1,3,1,14,7
1,4,5,13,15,2,1,2,1,1
1,5,26,10,14,1,3,1,1,7
0,2,26,15,3,1,1,1,7,7
0,2,16,12,4,1,1,1,7,1
0,10,15,1,14,1,1,1,1,1
1,2,6,18,5,1,3,1,14,7
1,1,16,15,3,1,3,1,14,7
0,11,9,9,4,1,1,1,7,3
1,6,14,14,3,1,3,1,13,7
1,9,20,18,17,2,2,2,1,7
0,8,12,9,3,1,1,1,14,7
0,7,29,6,4,1,2,1,7,1
0,12,16,20,19,1,1,1,1,1
0,1,31,7,14,1,1,1,1,7
1,2,4,11,0,1,2,1,0,7
1,12,25,21,15,1,2,1,1,1
1,6,21,14,3,1,3,1,13,7
1,8,11,12,2,1,2,1,14,7
1,9,26,15,2,1,2,1,13,7
1,4,29,14,0,2,3,1,0,7
0,1,31,17,3,1,2,1,14,7
0,3,7,9,15,1,2,1,1,7
0,1,19,12,11,1,3,3,1,7
0,4,22,14,15,1,1,1,1,2
0,4,16,9,3,2,3,1,14,7
1,12,27,15,3,1,3,1,14,7
0,12,21,14,15,1,1,1,1,2
0,9,28,14,3,1,1,1,14,7
1,9,18,17,3,3,1,2,14,7
1,8,31,14,3,3,1,2,7,7
0,10,6,7,18,1,1,1,1,1
0,10,7,17,4,3,1,2,7,7
1,12,1,4,17,1,1,1,1,1
0,7,20,21,15,1,2,1,1,1
0,3,21,15,0,1,1,1,0,7
0,1,11,7,15,1,2,1,1,7
1,3,30,11,15,1,3,1,1,7
1,12,13,9,5,1,1,1,14,7
1,7,1,4,3,3,3,1,7,7
0,4,26,16,15,2,1,1,1,1
1,10,8,12,15,3,1,2,1,7
1,3,11,1,3,1,3,1,13,7
0,2,13,7,11,1,2,1,1,7
0,4,4,6,15,1,1,1,1,7
0,12,25,6,18,1,2,1,1,7
1,5,10,15,3,1,2,1,13,7
0,11,16,16,5,2,2,1,14,7
1,7,6,2,3,1,3,1,14,7
1,4,24,20,4,3,2,2,7,1
1,11,8,7,3,1,2,1,21,7
1,9,23,4,3,1,3,1,12,7
0,3,1,10,15,1,2,1,1,7
0,11,13,6,4,1,1,1,7,7
0,11,9,8,3,1,1,1,14,7
0,11,12,16,5,1,3,1,13,7
0,9,15,11,14,1,3,1,1,7
0,12,9,8,4,1,1,1,14,7
1,7,31,14,3,1,3,1,13,7
0,4,11,8,18,1,2,1,1,1
1,11,9,17,11,1,2,1,1,7
1,12,4,11,3,1,1,1,12,7
1,8,29,8,2,3,1,2,21,7
0,1,23,16,3,2,2,1,7,1
0,5,13,11,3,3,1,2,14,7
1,4,11,14,15,2,1,1,1,1
0,2,10,19,2,1,1,1,14,7
1,5,27,7,18,3,1,2,1,7
0,2,16,8,15,1,1,1,1,1
0,8,23,17,3,1,1,1,14,7
1,2,24,20,15,1,2,1,1,7
1,11,7,17,3,1,2,1,7,2
1,2,11,10,6,1,1,1,7,1
0,6,25,17,18,3,1,2,1,1
0,5,21,12,14,1,1,1,1,1
0,7,24,11,3,1,1,1,13,7
0,5,2,12,3,2,2,1,14,7
1,5,22,8,15,1,1,1,1,7
1,6,27,8,3,1,3,1,14,7
1,5,22,20,2,1,3,1,13,7
0,11,17,20,15,3,1,2,1,7
1,10,28,17,3,1,2,1,7,7
1,11,3,13,3,1,3,1,13,7
1,6,21,23,19,1,1,1,1,1
0,4,10,13,3,1,3,1,14,7
0,3,13,6,3,1,3,1,13,7
1,2,25,13,14,1,3,1,1,7
0,12,22,10,4,1,2,1,7,1
0,5,25,17,6,1,2,1,14,7
0,8,20,6,3,1,2,1,14,7
0,10,26,11,15,1,1,1,1,1
0,2,16,19,3,1,2,1,14,7
0,12,2,1,18,1,2,1,1,1
0,9,29,13,4,1,2,1,14,1
1,5,19,13,15,1,1,1,1,7
0,8,28,22,4,1,3,1,14,7
0,6,8,9,14,2,2,1,1,7
0,10,29,11,15,3,2,2,1,7
0,11,29,17,3,2,2,2,13,7
0,12,14,15,5,1,3,1,14,7
1,12,29,18,3,1,3,1,13,7
0,5,3,20,15,2,3,1,1,1
0,1,25,8,2,1,1,1,14,7
0,3,29,10,5,3,2,2,14,7
0,11,25,18,4,1,3,1,14,7
1,4,24,1,3,1,1,1,7,7
1,8,20,1,4,1,3,1,13,7
0,9,7,4,15,1,2,1,1,1
0,5,28,21,5,3,3,2,7,1
1,10,31,12,18,1,2,1,1,1
0,9,5,10,14,1,2,1,1,7
1,11,13,17,3,1,3,1,7,7
1,7,27,0,15,1,1,1,1,1
0,5,30,6,14,1,1,1,1,7
0,5,22,2,3,3,3,2,12,7
1,1,29,4,5,1,2,1,7,1
0,6,29,11,4,1,1,1,14,7
1,11,28,17,14,1,3,1,1,7
1,8,13,13,3,1,3,1,14,7
0,2,17,18,5,2,2,1,14,7
1,3,22,11,15,1,1,1,1,7
0,7,15,13,11,1,1,1,1,7
1,6,14,1,3,1,1,1,14,7
0,6,25,7,3,1,2,1,7,1
0,8,24,9,3,2,2,1,14,7
0,11,25,20,3,1,1,1,14,7
1,8,9,15,3,1,3,1,7,7
1,10,20,11,3,1,3,1,14,7
1,8,8,6,2,1,3,1,14,7
1,3,21,16,15,2,2,1,1,7
1,2,2,5,18,3,2,2,1,1
0,12,29,14,3,1,3,1,7,1
0,1,10,16,11,1,1,1,1,7
1,3,9,19,3,2,3,2,14,7
1,6,19,18,3,1,3,1,14,7
0,10,19,10,2,1,1,1,14,7
0,2,9,5,15,1,3,1,1,1
1,9,8,6,1,1,3,1,21,7
1,11,30,19,5,1,1,1,13,7
1,9,15,12,4,2,3,1,14,7
1,12,29,0,6,1,2,1,14,7
0,1,4,11,2,1,2,1,7,7
1,5,18,7,11,1,1,1,1,7
0,7,30,8,14,2,1,1,1,7
0,9,2,15,3,1,1,1,14,7
1,8,1,18,5,1,2,1,14,7
0,1,26,7,3,1,3,1,7,7
1,11,1,10,18,2,1,1,1,1
1,11,5,6,5,1,1,1,14,7
0,5,28,8,11,3,1,2,1,7
0,3,13,10,4,1,1,1,7,1
1,6,13,9,3,1,3,1,14,7
1,7,23,23,15,1,1,1,1,7
0,10,25,8,11,1,1,1,1,7
0,11,6,19,18,1,1,1,1,7
1,9,30,21,0,1,2,1,0,7
1,7,19,21,3,1,1,1,7,1
1,11,12,19,15,1,1,2,1,1
1,8,15,17,14,1,2,1,1,1
0,10,10,10,14,1,1,1,1,7
0,2,22,14,0,1,1,1,0,7
0,5,31,7,4,3,2,1,14,7
1,7,3,13,5,1,1,1,7,7
0,12,3,15,11,1,1,1,1,7
0,5,2,16,4,1,1,1,7,8
0,1,11,13,5,1,1,1,7,1
0,6,25,8,14,2,2,1,1,7
0,6,14,15,5,1,3,1,7,1
0,2,15,7,14,2,1,1,1,7
1,11,24,3,5,1,1,1,7,8
0,6,1,9,2,1,1,1,14,7
0,12,9,8,15,1,2,1,1,7
1,6,11,12,3,3,3,2,13,7
1,8,2,1,2,1,1,1,14,7
1,8,12,21,5,1,3,1,14,7
0,10,10,15,14,1,2,1,1,7
0,7,29,15,0,1,1,1,0,7
0,8,29,14,3,3,1,2,11,7
0,9,28,14,3,1,2,1,7,1
0,6,12,17,5,1,2,1,14,7
0,2,5,9,15,1,2,1,1,1
1,1,3,17,3,1,3,1,14,7
1,4,20,0,3,1,3,1,14,7
0,3,29,16,4,1,1,1,14,7
0,1,28,9,2,2,1,1,14,7
0,2,19,21,19,2,1,1,1,1
1,6,11,15,1,1,2,1,13,7
0,11,19,16,4,1,3,1,14,7
0,8,9,8,2,1,3,1,7,7
1,7,6,12,3,1,3,1,13,7
1,3,11,6,17,1,1,2,1,1
0,3,22,10,0,1,1,1,0,7
1,3,22,18,15,1,2,1,1,7
0,3,27,12,14,1,2,1,1,7
1,6,12,22,3,1,3,1,14,7
1,12,16,17,2,1,3,1,13,7
1,10,3,20,6,2,3,1,14,7
0,8,28,10,17,3,2,2,1,2
1,7,23,18,4,1,3,1,7,7
0,9,15,17,6,1,1,1,14,7
0,6,22,13,19,2,2,1,1,1
0,8,5,13,4,1,1,1,7,1
1,2,26,9,3,1,1,1,7,7
1,10,10,12,14,1,3,1,1,7
1,8,28,22,3,1,2,1,7,7
0,4,8,14,2,2,1,1,14,7
0,1,17,7,18,1,1,1,1,7
0,7,19,13,14,1,1,1,1,1
0,2,23,18,4,2,2,2,7,1
0,3,19,20,3,1,3,1,13,7
1,2,22,3,19,3,1,2,1,1
0,3,27,17,15,1,2,1,1,1
0,9,23,20,11,1,3,1,1,7
1,7,26,10,15,1,1,1,1,7
1,2,12,19,19,1,1,1,1,2
0,1,17,4,3,1,1,1,14,7
1,4,3,1,5,1,1,1,7,7
1,7,31,13,1,1,3,1,14,7
0,11,7,17,3,1,2,1,14,7
1,10,25,16,1,2,1,1,21,7
1,7,22,4,3,1,3,1,14,7
0,6,9,14,18,2,1,1,1,1
0,10,5,10,11,3,1,2,1,1
0,7,22,18,5,1,1,2,7,1
1,10,21,23,18,1,2,1,1,1
0,8,29,8,5,3,1,2,7,7
0,4,24,12,14,3,1,2,1,7
0,3,16,10,4,1,1,1,14,7
0,10,29,16,18,1,1,1,1,1
1,11,23,6,19,1,1,1,1,1
1,1,26,19,14,1,3,1,1,7
0,7,25,18,3,2,3,2,7,7
0,3,12,7,14,3,3,2,1,7
0,11,13,15,14,1,3,1,1,7
0,11,27,17,18,2,1,2,1,7
1,11,4,16,3,1,3,1,7,7
1,4,27,11,3,1,3,1,14,7
1,4,15,15,3,1,3,1,14,7
1,2,11,12,4,1,3,1,13,7
1,4,23,3,3,2,2,1,14,7
0,1,13,18,4,5,1,2,14,7
0,9,4,10,15,1,2,1,1,1
1,2,29,14,0,1,2,1,0,7
1,10,26,0,3,1,3,1,14,7
1,1,19,19,11,1,1,1,1,1
0,11,14,16,11,1,1,1,1,7
0,4,9,20,11,1,3,1,1,7
0,4,28,8,2,1,2,1,14,7
0,12,6,17,1,1,3,1,14,1
0,1,18,14,19,1,1,1,1,8
0,7,28,19,4,1,1,1,14,7
0,8,14,22,4,1,2,1,7,1
1,11,20,22,14,1,2,1,1,7
0,7,23,12,0,1,1,1,0,7
1,6,14,10,3,1,2,1,13,7
1,9,16,3,0,1,3,1,0,7
0,6,21,15,19,2,1,1,1,1
1,9,4,14,4,1,2,1,13,7
1,1,5,20,4,1,1,1,7,7
0,2,2,16,3,2,2,1,14,7
0,9,11,13,15,1,2,1,1,7
1,6,1,22,3,2,3,1,13,7
0,12,16,8,11,2,2,1,1,7
